Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.31788978,0.23437218,0.07724633,0.1289742,0.039898712,0.032551203,0.04176277667284012,4.0
F,0.555,0.425,0.15,0.7653512,0.3056723,0.17521402,0.23466582596302032,12.0
F,0.65512633,0.515,0.17,1.3717846,0.60405296,0.32371524,0.3662937581539154,11.0
I,0.49020633,0.3793645,0.12,0.4542562,0.23396924,0.10793717,0.14207297563552856,7.0
M,0.625,0.48948464,0.17,1.3328973,0.57368547,0.28996953,0.33861851692199707,9.0
I,0.33417925,0.23484252,0.08,0.14947131,0.08367017,0.031270605,0.06629855185747147,6.0
I,0.5558253,0.4468708,0.145,0.78361255,0.39254707,0.17479622,0.22360217571258545,9.0
M,0.56405884,0.40848634,0.135,0.8054884,0.33357906,0.17701106,0.22142770886421204,9.0
F,0.55,0.42,0.135,0.7955307,0.37674007,0.17236727,0.22066816687583923,8.0
M,0.72012573,0.5692557,0.19133167,1.8724442,0.8821011,0.41687718,0.5366972088813782,11.0
M,0.48552027,0.37677372,0.12235989,0.56570274,0.25957233,0.12366666,0.16881054639816284,7.0
I,0.44380167,0.35,0.11,0.43395817,0.20856968,0.07296332,0.11125803738832474,7.0
M,0.5391019,0.4334532,0.155,0.83245975,0.31439856,0.18348873,0.26499998569488525,13.0
I,0.12448643,0.079259366,0.025455765,0.010444736,0.0048017604,0.0031284036,0.0059634726494550705,7.0
F,0.5545063,0.425,0.15,0.8173398,0.40064338,0.17123331,0.21221409738063812,9.0
F,0.5152317,0.4,0.15,0.6045151,0.2578188,0.13638002,0.19999076426029205,13.0
F,0.63,0.49,0.15,1.1668366,0.51911134,0.24451946,0.3046551048755646,9.0
F,0.625,0.495,0.17,1.1911343,0.5066687,0.25421923,0.3791879713535309,13.0
I,0.6656361,0.53184676,0.17226897,1.4252388,0.6584491,0.3516584,0.4127451181411743,10.0
M,0.5836937,0.47292146,0.16,1.1446801,0.46205494,0.24099542,0.3205989897251129,10.0
M,0.515,0.405,0.135,0.6186337,0.24616058,0.14457867,0.20090824365615845,13.0
I,0.37,0.3,0.09,0.20144457,0.09347432,0.062395953,0.07579274475574493,8.0
I,0.31586078,0.21848924,0.06948098,0.13322864,0.06936059,0.020035181,0.042785875499248505,6.0
F,0.515,0.3877527,0.135,0.61804307,0.29683036,0.13810655,0.1708451360464096,8.0
F,0.61,0.4704118,0.16,1.1205201,0.41357136,0.2488953,0.35512852668762207,19.727764129638672
F,0.575,0.445,0.16,1.0165768,0.46137682,0.18989907,0.26499998569488525,9.0
I,0.5,0.38891608,0.13,0.59254044,0.30609122,0.14010905,0.1645193099975586,8.0
M,0.47,0.355,0.125,0.65229243,0.20899658,0.1174141,0.1875164806842804,10.0
I,0.3392077,0.24923795,0.07772215,0.17225178,0.0919074,0.030008683,0.037470970302820206,8.0
M,0.65362465,0.5023771,0.175,1.411325,0.66780233,0.30959404,0.3816920518875122,10.0
M,0.5644948,0.43754742,0.15,0.8610324,0.41162565,0.19077036,0.24077503383159637,10.0
M,0.6654032,0.53,0.19,1.5764519,0.671184,0.35205162,0.42469900846481323,13.0
M,0.59,0.47,0.165,1.0641395,0.48921427,0.23988129,0.2942940294742584,9.0
M,0.4917149,0.385,0.15,0.62879556,0.29895136,0.15705542,0.2194119393825531,10.0
F,0.625043,0.4969511,0.16373397,1.1895628,0.54157215,0.28705743,0.34400442242622375,9.0
I,0.605,0.46545786,0.15,1.039127,0.47154444,0.21188629,0.2873336672782898,11.0
I,0.5021944,0.3734125,0.12,0.51793915,0.24161272,0.09803376,0.11981366574764252,9.0
M,0.48242393,0.37929398,0.135,0.67572147,0.21654312,0.13032174,0.23466560244560242,13.0
M,0.54434973,0.43,0.15,0.8057484,0.34303236,0.18244982,0.23489204049110413,11.0
M,0.6873063,0.53,0.19490454,1.6253186,0.74405724,0.36664176,0.443698912858963,10.0
F,0.6934667,0.54893786,0.2,1.8245372,0.6816905,0.34007668,0.6156147122383118,15.0
I,0.4900805,0.375,0.13,0.5984642,0.26808256,0.12673321,0.16986167430877686,9.0
F,0.625,0.485,0.17420097,1.2012899,0.544079,0.28452674,0.33716991543769836,10.0
M,0.6680978,0.53074235,0.175,1.4951609,0.6680269,0.31804633,0.41161036491394043,11.0
I,0.331347,0.23174,0.075,0.14556944,0.068957694,0.027433654,0.05167766287922859,6.0
I,0.55248606,0.42,0.15,0.81258374,0.3669667,0.16646567,0.24538317322731018,11.0
I,0.2664933,0.17599523,0.065,0.081921265,0.044684213,0.015400595,0.021372731775045395,5.0
F,0.45,0.345,0.12,0.48645374,0.21778485,0.10407966,0.13503654301166534,8.0
I,0.23184225,0.1561587,0.057831027,0.050666828,0.033079337,0.010339382,0.022566359490156174,6.0
M,0.47,0.355,0.13,0.48323765,0.16262616,0.095541395,0.18298189342021942,15.0
I,0.22734,0.17367488,0.065,0.08154805,0.027179558,0.01612272,0.02991437539458275,6.0
M,0.57,0.4304406,0.15,0.9152781,0.39796048,0.2002849,0.2487892359495163,9.0
F,0.46417263,0.36487326,0.125,0.51644516,0.183236,0.105779,0.20211301743984222,13.0
F,0.40628073,0.30196735,0.10409511,0.34069532,0.16890495,0.08211004,0.09188639372587204,8.0
I,0.37771168,0.27702585,0.09,0.21501549,0.11160174,0.046690352,0.0705784261226654,9.0
F,0.48211116,0.38,0.125,0.5796888,0.26161852,0.12938863,0.17039528489112854,6.0
F,0.62,0.475,0.16263796,1.1268935,0.4967608,0.24303299,0.30448609590530396,9.0
F,0.62,0.4813021,0.16,1.0284718,0.48471946,0.23049004,0.2966720461845398,11.0
F,0.416687,0.30504903,0.105,0.33245328,0.17072353,0.08462144,0.1108260378241539,8.0
M,0.5,0.38,0.14,0.6299564,0.2363106,0.13943218,0.21865440905094147,12.0
I,0.34876832,0.24566814,0.08100684,0.15235266,0.08892942,0.033020556,0.04768787696957588,7.0
F,0.66,0.52175814,0.17358433,1.5896438,0.69680864,0.33185825,0.4316244125366211,9.0
F,0.5465197,0.43,0.15,0.85964084,0.3336034,0.17614904,0.250112384557724,11.0
M,0.71597916,0.5709349,0.19,1.8372192,0.8271508,0.40229145,0.4929788112640381,11.0
M,0.5219002,0.4,0.13618287,0.74491733,0.34234062,0.18105404,0.22429944574832916,8.0
M,0.5410446,0.415,0.14,0.77748555,0.36255953,0.16824685,0.2136363834142685,9.0
I,0.46526083,0.355,0.103336945,0.44025543,0.18943812,0.09473302,0.1329544484615326,8.0
M,0.565,0.435,0.15681472,0.8829093,0.34046,0.17729586,0.2881028354167938,10.0
I,0.34550595,0.24180157,0.08847612,0.15797973,0.06954006,0.0398545,0.05108284950256348,8.0
M,0.44782487,0.355,0.11625578,0.44098517,0.1605246,0.09749885,0.15018963813781738,13.0
I,0.53,0.41152027,0.13,0.61576635,0.299179,0.1318331,0.18058639764785767,7.0
M,0.7059347,0.56169116,0.19,1.8325852,0.8648833,0.38446876,0.4892561137676239,10.0
F,0.50283325,0.335,0.15,0.54847276,0.17834324,0.10301091,0.26483863592147827,15.0
M,0.655,0.51,0.175,1.4556519,0.63384634,0.29689583,0.38994675874710083,10.0
F,0.49286988,0.36514774,0.123357534,0.5276422,0.23614806,0.12138183,0.1622462272644043,8.0
F,0.63,0.4925661,0.19,1.2172774,0.51790714,0.25943524,0.448143869638443,15.0
I,0.30345935,0.2076023,0.070819035,0.13136199,0.058103494,0.019899797,0.04001472517848015,6.0
M,0.425,0.30393112,0.115,0.35957393,0.108016156,0.06352162,0.12772269546985626,15.0
I,0.5154964,0.4,0.115,0.66345406,0.30018404,0.11964268,0.17014910280704498,9.0
M,0.43778646,0.34693775,0.11056078,0.47866824,0.16839671,0.09540607,0.16318976879119873,11.0
M,0.40189564,0.2925951,0.125,0.34546703,0.18615095,0.07508978,0.10566612333059311,9.0
M,0.6761069,0.52,0.18202437,1.558357,0.73154646,0.35595402,0.424649178981781,11.0
I,0.57,0.44,0.135,0.9134511,0.38359442,0.1640304,0.20359614491462708,8.0
M,0.4553812,0.35,0.125,0.4868276,0.16059197,0.08688876,0.17817583680152893,15.0
F,0.72644496,0.58138305,0.19826484,2.034056,0.899557,0.46156073,0.5366727709770203,11.0
M,0.5118766,0.4,0.135,0.636816,0.32814926,0.14458323,0.1788293421268463,9.0
I,0.48456374,0.37854254,0.125,0.48040235,0.24839726,0.10104468,0.16607914865016937,9.0
M,0.6725065,0.53667784,0.185,1.5341852,0.69676584,0.34199518,0.434967041015625,11.0
F,0.5353435,0.4266756,0.14774728,0.80774695,0.2887441,0.15785477,0.23485532402992249,13.0
I,0.48537666,0.36416462,0.105,0.51869875,0.19907571,0.096195474,0.129741370677948,8.0
M,0.46803576,0.36119822,0.115,0.4332198,0.1973456,0.11823328,0.1888250708580017,10.0
I,0.53685063,0.409877,0.1431864,0.7570421,0.25062624,0.14299355,0.2502843737602234,15.0
M,0.56267905,0.44598806,0.16,0.98441476,0.40239057,0.21023667,0.2885490357875824,11.0
M,0.545,0.41359234,0.14,0.82114834,0.3449723,0.17074296,0.2230357527732849,9.0
F,0.6,0.46282724,0.15685901,0.98779595,0.48228505,0.22908601,0.2703791558742523,9.0
M,0.63,0.495,0.175,1.318818,0.6440968,0.29831827,0.3497064411640167,9.0
I,0.35557804,0.2699427,0.1,0.22962317,0.10821367,0.042940404,0.07314363121986389,7.0
M,0.61001647,0.47702086,0.165,1.1562881,0.54373014,0.2616458,0.309910386800766,9.0
F,0.5247438,0.4,0.15254547,0.78879875,0.29269525,0.15017256,0.25999999046325684,15.0
M,0.53,0.42470074,0.155,0.7931495,0.31985492,0.1824245,0.2512912452220917,12.0
F,0.4405018,0.33414263,0.115,0.40740523,0.11911016,0.07914153,0.14498786628246307,15.0
M,0.70301706,0.56906164,0.19851497,1.8877883,0.70511067,0.3846643,0.5869912505149841,15.0
F,0.55,0.4293562,0.14347282,0.77461165,0.3716914,0.16834319,0.21198877692222595,10.0
F,0.4160923,0.3,0.105,0.3038241,0.17361726,0.06386603,0.08846129477024078,7.0
F,0.5622801,0.43437988,0.145,0.9218352,0.38599628,0.19302607,0.25000858306884766,11.0
M,0.6103999,0.475,0.16,1.1080028,0.5280263,0.23863079,0.28199970722198486,9.0
M,0.4550334,0.3440663,0.115,0.44107178,0.21317306,0.09483836,0.11353777348995209,8.0
I,0.555,0.44671556,0.14,0.8365389,0.3043529,0.1632137,0.24498207867145538,11.0
M,0.66,0.52,0.18,1.5772568,0.69121915,0.34165338,0.3849886357784271,9.0
F,0.57,0.45,0.165,0.8623009,0.3683387,0.1858001,0.2909194231033325,15.0
I,0.292748,0.20447339,0.068535246,0.10279513,0.054226477,0.021709409,0.03130301460623741,5.0
F,0.575,0.45650285,0.15,0.8450249,0.35283187,0.18169458,0.26615869998931885,13.0
M,0.44026843,0.35,0.095,0.40461284,0.1673123,0.08676152,0.10141178220510483,4.0
M,0.5467616,0.41554084,0.135,0.6922567,0.3424812,0.15688859,0.1951117366552353,8.0
M,0.6,0.472567,0.145,1.0331919,0.38198802,0.21065374,0.30999335646629333,13.0
F,0.605,0.47852555,0.165,1.1044322,0.5084724,0.23881164,0.28459569811820984,11.0
I,0.5,0.37,0.12,0.4863257,0.2340553,0.11331361,0.1536935418844223,8.0
M,0.62654954,0.485,0.17392342,1.2248923,0.5856089,0.27109188,0.326061487197876,11.0
M,0.30910632,0.22195713,0.08,0.18072286,0.073182486,0.03133733,0.04315934702754021,4.0
F,0.6227222,0.49109432,0.175,1.2480059,0.5170914,0.25499165,0.3705786168575287,9.0
I,0.28834927,0.2072428,0.075,0.09477134,0.042184535,0.025134014,0.0350530706346035,5.0
F,0.595,0.4664804,0.16,0.9757615,0.4408013,0.21328574,0.27676400542259216,11.0
F,0.5747842,0.455,0.135,0.95494294,0.41509157,0.19637832,0.2541886568069458,7.0
M,0.585,0.45,0.15,0.9641141,0.4293935,0.19604363,0.275291383266449,11.0
M,0.5632677,0.45,0.15,0.90305555,0.34887162,0.19135776,0.25475430488586426,13.0
M,0.45141423,0.345,0.12,0.46489793,0.16222374,0.08767598,0.15549540519714355,15.0
I,0.40065795,0.30256155,0.095,0.32091784,0.12027103,0.069803,0.08011189103126526,8.0
M,0.49026614,0.38,0.125,0.5947234,0.19332245,0.12896055,0.17013318836688995,11.0
M,0.525,0.40232414,0.15,0.7495887,0.3052632,0.16620846,0.18996238708496094,11.0
M,0.57,0.4419693,0.15773445,1.0023416,0.44331953,0.21337059,0.27533233165740967,10.0
F,0.44,0.32535887,0.11,0.44629452,0.20197727,0.09594416,0.12297578901052475,8.0
M,0.5012854,0.38997397,0.14,0.5823244,0.30596492,0.14516883,0.1610671728849411,8.0
I,0.37,0.265,0.08,0.17041852,0.07565713,0.039563987,0.05921275541186333,7.0
I,0.535,0.4,0.14273775,0.65254796,0.29866055,0.14607038,0.24242006242275238,10.0
M,0.35136244,0.27816513,0.1,0.2502589,0.11436432,0.06008359,0.07928663492202759,8.0
F,0.6611936,0.515,0.18,1.4127462,0.65396225,0.3325969,0.4104427099227905,11.0
M,0.66,0.5289148,0.19,1.6180637,0.6631374,0.3550633,0.4633576273918152,13.0
M,0.6095616,0.4636018,0.155,1.0378851,0.49662778,0.22924449,0.29431867599487305,9.0
I,0.2920165,0.23116274,0.09,0.17412703,0.08064331,0.0339012,0.04735856503248215,9.0
F,0.4012986,0.3055442,0.10229889,0.41409552,0.16608773,0.0686738,0.11421029269695282,8.0
M,0.605,0.465,0.16,1.0344841,0.5070248,0.22653137,0.28876885771751404,10.0
I,0.43953687,0.325,0.09930707,0.40659073,0.20189837,0.08010715,0.10861514508724213,8.0
M,0.63307506,0.5,0.165,1.3212174,0.6126806,0.28967306,0.35515835881233215,10.0
M,0.605,0.475,0.16,1.0023162,0.41580525,0.22081712,0.30021771788597107,13.0
I,0.28904337,0.21587574,0.072817005,0.13051274,0.056701213,0.026114954,0.04355417937040329,7.0
M,0.6306437,0.4821524,0.16794895,1.3154416,0.5705759,0.28422695,0.3567090928554535,9.0
M,0.535,0.4180815,0.12962641,0.717964,0.3379273,0.14907469,0.16914606094360352,9.0
M,0.47,0.345,0.095,0.41913757,0.17089064,0.08979702,0.1040487065911293,9.0
F,0.57,0.42892614,0.145,0.8806179,0.38792613,0.19604816,0.26524272561073303,10.0
M,0.49793145,0.4,0.14,0.75376976,0.37808603,0.14407393,0.1795474886894226,9.0
M,0.6518548,0.515,0.18,1.4947757,0.5888561,0.28855467,0.4390718340873718,15.0
F,0.49934107,0.37,0.115,0.57845163,0.27932072,0.13238555,0.17466357350349426,8.0
M,0.71019185,0.5692589,0.20614807,1.9904752,0.8690171,0.4435707,0.4873060882091522,11.0
I,0.55452806,0.43,0.135,0.6870649,0.351004,0.16562797,0.2168024778366089,9.0
I,0.62,0.485,0.165,1.0496747,0.47430944,0.24931423,0.3108784556388855,11.0
M,0.68117124,0.5492514,0.19445927,1.70376,0.72074646,0.3670071,0.5017738938331604,13.0
M,0.625,0.49656472,0.17,1.2672611,0.6023229,0.28440833,0.32697585225105286,10.0
I,0.14726633,0.08705249,0.044243865,0.022146707,0.008959522,0.004352881,0.007319515570998192,5.0
I,0.22147067,0.14553165,0.050156165,0.044777412,0.019931272,0.007717493,0.01154826208949089,7.0
M,0.44,0.34362552,0.12,0.38870156,0.15970883,0.0835932,0.15029531717300415,12.0
I,0.43554226,0.33138782,0.1,0.34495676,0.15079124,0.080938324,0.09646805375814438,7.0
F,0.382161,0.27448195,0.08634852,0.2662,0.10975348,0.056658253,0.09516007453203201,8.0
M,0.62,0.49,0.175,1.2212955,0.4716923,0.24545425,0.38968491554260254,15.0
F,0.6735232,0.53,0.18,1.6210772,0.7177728,0.35343665,0.3995971381664276,9.0
I,0.5561149,0.42914107,0.14,0.82903606,0.37998924,0.15541062,0.20969067513942719,9.0
M,0.545,0.4396558,0.15,0.8470474,0.41222218,0.1965074,0.251956969499588,9.0
I,0.46916896,0.345,0.105,0.44719297,0.18304336,0.08991159,0.11754012107849121,8.0
F,0.625,0.48232737,0.155,1.2781171,0.43592006,0.24196018,0.40149009227752686,11.0
M,0.5922839,0.46795005,0.15,1.0623016,0.39600015,0.19531742,0.3216494023799896,13.0
M,0.595,0.4671412,0.165,1.0736051,0.4023406,0.23469393,0.3076951205730438,12.0
F,0.63967514,0.5,0.19,1.3748412,0.6039687,0.3190734,0.4530414342880249,10.0
M,0.44,0.345,0.115,0.4465338,0.21865492,0.09567719,0.11409465223550797,7.0
M,0.43765384,0.335,0.10613346,0.3373771,0.19942714,0.08451951,0.10247190296649933,8.0
M,0.65,0.51,0.175,1.2263212,0.6043638,0.29262307,0.3712015748023987,10.0
M,0.48632395,0.36880946,0.105,0.47491828,0.22594383,0.106948905,0.15003158152103424,8.0
M,0.62,0.48,0.165,1.0948534,0.5177759,0.25248152,0.3072755038738251,10.0
M,0.34335956,0.26572546,0.08489704,0.23899946,0.10959638,0.040691275,0.06819869577884674,9.0
M,0.54860437,0.415,0.15,0.825297,0.30866542,0.16202952,0.2544557452201843,9.0
M,0.4783722,0.39391837,0.145,0.5819022,0.27860177,0.15203427,0.20988693833351135,10.0
I,0.475134,0.37299874,0.13065317,0.55025023,0.25299346,0.117497414,0.1681194007396698,10.0
M,0.5650958,0.445,0.155,0.8620059,0.33665243,0.17587687,0.2899154722690582,15.0
F,0.565,0.45,0.155,0.98197126,0.4597426,0.19604652,0.2548808455467224,9.0
I,0.12581435,0.09863533,0.046580598,0.027147543,0.0056183897,0.0071045617,0.007632033433765173,4.0
M,0.52111715,0.40701863,0.135,0.7177596,0.32971942,0.15913898,0.18868416547775269,8.0
M,0.2436702,0.20336889,0.06335896,0.08042114,0.036884714,0.019585192,0.03220457211136818,7.0
M,0.5,0.39,0.13480456,0.65895057,0.29116744,0.16270383,0.2172193080186844,10.0
F,0.6548508,0.515,0.175,1.4298139,0.64269495,0.32079926,0.38529807329177856,10.0
F,0.6599155,0.5066312,0.175,1.4424266,0.68345124,0.31941566,0.37912455201148987,10.0
M,0.5093827,0.39,0.1050158,0.66560245,0.26754683,0.12388343,0.1503441482782364,9.0
F,0.68168247,0.54463,0.19,1.6373879,0.70235664,0.3515067,0.47596263885498047,13.0
F,0.364504,0.23392914,0.105,0.22904462,0.087268,0.0494929,0.08351176977157593,10.0
I,0.16235864,0.105053745,0.025472112,0.019301489,0.010806414,0.005032958,0.009896986186504364,5.0
M,0.5,0.387737,0.125,0.61242855,0.2810625,0.13172296,0.15543697774410248,9.0
M,0.615,0.475,0.165,1.1338917,0.5489826,0.25681585,0.30683016777038574,10.0
M,0.44128668,0.35,0.125,0.50027645,0.16366687,0.09659316,0.17009183764457703,13.0
M,0.62,0.48616183,0.16,1.172866,0.45888096,0.24888055,0.3441588878631592,13.0
I,0.44,0.335,0.1219865,0.404905,0.19374913,0.1037991,0.12649010121822357,8.0
M,0.6922247,0.54722536,0.18,1.765534,0.80151,0.39065865,0.42718690633773804,9.0
M,0.5969266,0.4682082,0.17,1.0977242,0.49949068,0.23811913,0.2930074632167816,10.0
F,0.5365555,0.415,0.13220915,0.74558705,0.34128508,0.15655105,0.20853880047798157,9.0
I,0.52,0.4,0.115,0.62610704,0.27856666,0.14021686,0.16973525285720825,8.0
I,0.63640195,0.495,0.165,1.2042267,0.5473163,0.2722077,0.31878912448883057,8.0
I,0.38233078,0.28345746,0.1,0.25169155,0.10138916,0.0592376,0.08511072397232056,8.0
M,0.50329137,0.38318968,0.15,0.7838494,0.34101573,0.15100634,0.20007498562335968,9.0
M,0.58,0.4651676,0.16,1.1071479,0.5356877,0.23595668,0.279256671667099,9.0
F,0.515,0.39,0.125,0.589874,0.27618635,0.13693954,0.14409036934375763,8.0
F,0.6376142,0.515,0.2,1.6669456,0.46041137,0.29109108,0.7368578314781189,28.999889373779297
I,0.62,0.48,0.16,1.1774926,0.51814336,0.2632417,0.3159594237804413,10.0
F,0.625,0.495,0.175,1.2789688,0.5280676,0.2885358,0.35528579354286194,12.0
F,0.48327872,0.375,0.125,0.5865997,0.25071457,0.12340507,0.14234352111816406,9.0
F,0.6,0.46595758,0.15,1.1039695,0.48117605,0.21492392,0.27074679732322693,8.0
M,0.61,0.485,0.17,1.2349273,0.5618414,0.25993833,0.30240345001220703,9.0
M,0.55727345,0.43841776,0.15,0.8180716,0.4041544,0.19819325,0.2303481549024582,8.0
F,0.55159056,0.425,0.15,0.86281013,0.38070396,0.19403192,0.2507786154747009,10.0
F,0.34508765,0.25834045,0.1,0.2733884,0.099576764,0.05053882,0.07444065064191818,9.0
M,0.3958595,0.2901908,0.08272893,0.2770962,0.123903714,0.05044731,0.08215045183897018,8.0
F,0.645,0.5208331,0.19,1.4497353,0.66903424,0.32775745,0.4067409038543701,10.0
I,0.44,0.33818692,0.11,0.35903308,0.17315294,0.08548134,0.11959664523601532,6.0
F,0.55732864,0.4266689,0.14,0.8781427,0.3734859,0.19139382,0.25999999046325684,10.0
F,0.51554185,0.39572832,0.13,0.6629811,0.32623136,0.14078183,0.17970074713230133,8.0
F,0.62,0.47691658,0.175,1.1225898,0.5173792,0.27180794,0.3475938141345978,10.0
F,0.45827782,0.35,0.105,0.4747888,0.19256109,0.10113875,0.1299157589673996,9.0
I,0.3832224,0.28081575,0.09325083,0.23473631,0.11701318,0.04110702,0.07796816527843475,6.0
I,0.44,0.325,0.09,0.32073772,0.12025702,0.079282865,0.09159327298402786,8.0
M,0.34615895,0.26540688,0.10206589,0.2756693,0.11575954,0.046535403,0.07867249101400375,8.0
F,0.56,0.435,0.135,0.8775677,0.3760082,0.18194729,0.2230527400970459,9.0
M,0.63,0.5,0.16757736,1.3074002,0.5434865,0.27312037,0.3493242561817169,11.0
I,0.425,0.325,0.09,0.29727724,0.1520612,0.061903875,0.08543948829174042,6.0
F,0.66911906,0.53028667,0.19,1.4415935,0.6748511,0.32365337,0.3876740634441376,11.0
F,0.3346088,0.25033116,0.09,0.19359002,0.094842434,0.036397576,0.05696430057287216,8.0
F,0.6962389,0.51939267,0.21392791,1.7936668,0.72002894,0.2920063,0.5861822366714478,15.0
M,0.7330642,0.57613266,0.20643157,2.2160532,1.1928182,0.47553986,0.5440618395805359,10.0
M,0.44488525,0.3341031,0.12,0.4728268,0.12797123,0.079296425,0.19521670043468475,15.0
I,0.3565786,0.2591328,0.095,0.19805393,0.08650604,0.044887807,0.06602151691913605,8.0
M,0.505,0.4,0.135,0.6487335,0.23801878,0.14510788,0.2093302309513092,12.0
M,0.51276785,0.4,0.145,0.68301433,0.25023308,0.14123273,0.2394663691520691,13.0
I,0.555,0.44,0.135,0.8338847,0.37817666,0.16713531,0.23481528460979462,7.0
M,0.54673123,0.43302903,0.145,0.7829481,0.27024683,0.15602602,0.26740777492523193,15.0
F,0.655,0.505,0.17,1.376746,0.6200907,0.30793974,0.39383798837661743,10.0
I,0.36778045,0.26883447,0.09,0.22849333,0.11277355,0.043852624,0.07167567312717438,9.0
M,0.45,0.355,0.12,0.45966104,0.19126678,0.09213007,0.17562219500541687,12.0
I,0.3223669,0.2387947,0.077850156,0.14631668,0.06113734,0.030854423,0.045975737273693085,7.0
M,0.5690944,0.45,0.15,0.98333555,0.38383812,0.20387277,0.2887696325778961,9.0
I,0.495227,0.38,0.105,0.49581566,0.23149472,0.107244745,0.14220905303955078,7.0
F,0.555,0.44,0.15,0.9207826,0.35039788,0.18567006,0.2884940803050995,13.0
M,0.40523168,0.3152455,0.12,0.36775434,0.123368084,0.07878604,0.15010961890220642,12.0
M,0.585,0.455,0.145,0.9849446,0.46366385,0.19714543,0.245839923620224,9.0
F,0.6,0.47,0.155,1.0262797,0.37293896,0.20161232,0.2884298264980316,15.0
F,0.475,0.365,0.13,0.49834085,0.2090235,0.13204733,0.16761089861392975,11.0
I,0.46099132,0.3553794,0.11665674,0.4419509,0.20156085,0.111191355,0.12526845932006836,8.0
M,0.5845295,0.4585817,0.155,0.9952362,0.48906624,0.21489762,0.26499998569488525,9.0
I,0.39477375,0.28791776,0.082824394,0.2667877,0.101733975,0.0386576,0.06998196244239807,6.0
M,0.5179708,0.39188132,0.13,0.6739241,0.35490686,0.1372033,0.1801804006099701,8.0
M,0.5,0.38,0.115,0.55734897,0.27876222,0.128573,0.16940036416053772,8.0
M,0.57,0.45,0.155,0.89146245,0.37578964,0.20045699,0.26499998569488525,12.0
I,0.47539857,0.35424438,0.095,0.43038258,0.18054007,0.08407945,0.10481801629066467,8.0
F,0.45847297,0.355,0.11,0.4436959,0.22592828,0.10023173,0.11133117228746414,9.0
M,0.44592625,0.335788,0.11196182,0.46651334,0.19900027,0.10616217,0.14888010919094086,10.0
I,0.22438608,0.14917916,0.05057713,0.063655525,0.027862746,0.008829114,0.020543968304991722,7.0
I,0.37547708,0.2692664,0.095,0.23964082,0.115825996,0.050336577,0.07802899926900864,7.0
M,0.52577573,0.4,0.135,0.69499934,0.29401013,0.1483033,0.1953028440475464,11.0
M,0.45,0.375,0.11759258,0.53304905,0.21189222,0.12216181,0.18436303734779358,11.0
M,0.55564547,0.445,0.15,0.8728383,0.3629487,0.19457787,0.23754827678203583,11.0
M,0.4046926,0.3,0.1,0.29423556,0.117825486,0.07038108,0.0937521904706955,10.0
I,0.32290527,0.24488923,0.085,0.16078919,0.08195087,0.03927575,0.054210957139730453,8.0
I,0.35337126,0.24575427,0.085,0.19159351,0.0790503,0.03989083,0.0604516975581646,8.0
M,0.64,0.5,0.17,1.3333205,0.62361425,0.29792976,0.3471202850341797,9.0
M,0.63,0.49,0.16027813,1.2382131,0.5994179,0.2628184,0.3182441294193268,10.0
I,0.24782968,0.16986321,0.05683141,0.07126831,0.023532838,0.014280922,0.022324640303850174,8.0
M,0.52253073,0.41833118,0.15,0.7737256,0.26278815,0.16420126,0.23753824830055237,13.0
M,0.26356316,0.19568542,0.06503968,0.110119365,0.032923624,0.017259872,0.027683282271027565,4.0
I,0.55,0.425,0.145,0.91603833,0.38955835,0.19592749,0.25,10.0
M,0.595,0.45553294,0.16,1.0727099,0.49443588,0.22120959,0.2754032611846924,10.0
M,0.5435341,0.41902846,0.13,0.80492246,0.35058004,0.15996772,0.22146612405776978,9.0
M,0.59,0.47,0.175,1.1199042,0.44801995,0.21323596,0.34181320667266846,15.0
F,0.41761073,0.32550734,0.125,0.4981934,0.2022598,0.09295218,0.12354245036840439,9.0
F,0.69930404,0.55242604,0.18,1.6283333,0.7266225,0.3650914,0.43515652418136597,11.0
M,0.605,0.47,0.16,1.1593115,0.5263329,0.25475484,0.30014052987098694,10.0
I,0.5164075,0.38487157,0.125,0.55018646,0.26713815,0.103178024,0.155349001288414,9.0
M,0.545,0.42,0.14,0.68167293,0.3172592,0.16464835,0.20816147327423096,11.0
I,0.505,0.39,0.13,0.59342504,0.2944779,0.12755254,0.17075109481811523,9.0
I,0.2503006,0.15895738,0.051343262,0.06754509,0.03158028,0.012534883,0.021426569670438766,5.0
M,0.6713471,0.5361614,0.18,1.5799856,0.73729354,0.35377723,0.40416979789733887,9.0
M,0.605,0.48,0.16784684,1.0678796,0.5374657,0.24428567,0.30085745453834534,11.0
F,0.5496221,0.43,0.135,0.8175866,0.3781306,0.1737016,0.22123193740844727,10.0
I,0.53,0.4,0.15,0.66635764,0.24830577,0.13610537,0.2446679174900055,15.0
I,0.40834567,0.325,0.12,0.37019065,0.2004401,0.09302438,0.11068669706583023,8.0
F,0.644904,0.505,0.18,1.4869508,0.6240835,0.3239992,0.40316933393478394,9.0
F,0.5,0.38,0.12,0.6390095,0.26755086,0.13329032,0.19538956880569458,9.0
F,0.5386114,0.41663712,0.14640018,0.71963066,0.3165321,0.17391452,0.2184121310710907,10.0
F,0.625,0.48,0.17,1.2487724,0.52951497,0.24092093,0.34534338116645813,10.0
M,0.52695686,0.41,0.14296556,0.863712,0.25832042,0.15825659,0.2794322669506073,15.0
