Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.65106845,0.515,0.20337062,1.6120472,0.7879988,0.377496,0.383236289024353,9.0
I,0.44,0.335,0.08311964,0.390377,0.11279846,0.10232467,0.13506075739860535,8.0
I,0.1713462,0.14175278,0.05866872,0.04349697,0.013317857,0.010692429,0.013403750024735928,5.0
I,0.44924334,0.34018397,0.08,0.3207663,0.11470086,0.077225015,0.10283195227384567,6.0
I,0.35470143,0.27462468,0.1,0.25085965,0.09553597,0.043060463,0.08560628443956375,8.0
F,0.5,0.4,0.13603397,0.5878835,0.22777335,0.1428573,0.18329299986362457,10.0
M,0.62518865,0.4866971,0.175,1.3613721,0.58322316,0.30215013,0.39170578122138977,9.0
F,0.7874997,0.62312764,0.20135789,2.141495,1.13894,0.45042834,0.47809898853302,11.0
M,0.555,0.42192638,0.145,0.86358154,0.3291005,0.21238394,0.26666924357414246,11.0
F,0.4133754,0.31717986,0.079612575,0.3806299,0.16602898,0.05753889,0.10956870019435883,6.0
I,0.4454613,0.345,0.135,0.48847923,0.23131299,0.08295467,0.12487088143825531,8.0
M,0.61014366,0.475,0.16642344,1.1854637,0.4109809,0.26686296,0.36018314957618713,16.0
M,0.48320407,0.37,0.13,0.61906886,0.2726771,0.14029008,0.1701643466949463,8.0
F,0.595,0.47275877,0.175,1.2181138,0.48468408,0.1671542,0.4065200686454773,26.797395706176758
M,0.7084907,0.5617825,0.20918474,2.0204742,0.8214779,0.38103062,0.629489541053772,12.0
I,0.595,0.475,0.175,0.9830524,0.34981567,0.17440058,0.35216566920280457,27.10624122619629
I,0.4480322,0.345,0.11,0.5699324,0.3048567,0.09549383,0.11968875676393509,8.0
F,0.58091307,0.4658482,0.155,0.9749361,0.36889303,0.20240712,0.29429662227630615,16.0
I,0.55,0.425,0.12596054,0.72213125,0.32365903,0.14500424,0.1958509236574173,8.0
M,0.7883455,0.6433701,0.21019927,2.421574,1.0164294,0.47751656,0.9251431226730347,28.389009475708008
F,0.6,0.455,0.13,0.85181046,0.3321877,0.21623816,0.2252204418182373,11.0
F,0.555,0.43669146,0.145,0.8384877,0.37651742,0.16203262,0.2345743179321289,9.0
M,0.6022944,0.46253031,0.15489177,1.2038863,0.5932937,0.21110153,0.3093630373477936,11.0
I,0.37285042,0.28525802,0.095,0.30861685,0.1318878,0.061165255,0.0852869376540184,8.0
I,0.42379862,0.3158394,0.105,0.30214635,0.096417055,0.061301406,0.11203987896442413,10.0
I,0.3463848,0.25817916,0.12665482,0.22881183,0.08215984,0.059740975,0.077353835105896,9.0
I,0.26179138,0.19480607,0.062336124,0.094977744,0.034247626,0.024949975,0.026934562250971794,5.0
F,0.64127415,0.5092488,0.20501022,1.4239649,0.53415745,0.36074778,0.43801259994506836,13.0
I,0.52530295,0.415,0.14612654,0.7003728,0.29258758,0.14097719,0.219530388712883,11.0
I,0.645,0.495,0.155,1.1647792,0.59118116,0.23741272,0.2728728652000427,11.0
F,0.55787987,0.444957,0.14696342,0.99509746,0.45182648,0.17214458,0.2974337637424469,10.0
F,0.6274658,0.48819932,0.17,1.2333834,0.5197877,0.2788667,0.33500000834465027,12.0
I,0.5022764,0.38,0.105,0.568267,0.20675755,0.15833437,0.16586385667324066,7.0
F,0.62,0.495,0.18,1.1535106,0.53442574,0.20516656,0.33500000834465027,8.0
I,0.51553684,0.395,0.125,0.5859032,0.25909668,0.112373486,0.1701357662677765,7.0
M,0.6665107,0.52927905,0.180639,1.6292889,0.6871608,0.2959905,0.46512705087661743,14.0
M,0.50003284,0.38,0.155,0.77427065,0.2921485,0.17014524,0.2435385286808014,12.0
I,0.22836772,0.170109,0.042765316,0.083858475,0.02886705,0.024819812,0.025042803958058357,5.0
I,0.22382921,0.17456274,0.05358488,0.07696491,0.04310271,0.015116946,0.027290331199765205,6.0
F,0.51540387,0.39985967,0.105,0.7611275,0.30787587,0.16573744,0.21586179733276367,11.0
M,0.48719236,0.36711514,0.135,0.6482165,0.34343323,0.11600078,0.1569918394088745,9.0
M,0.7242029,0.57697135,0.22222793,1.9709982,0.78877175,0.44150048,0.5453941822052002,12.0
M,0.45926422,0.35914317,0.12596042,0.56610453,0.25262344,0.116266645,0.1456734538078308,7.0
F,0.5690171,0.45,0.14,0.9090515,0.37135452,0.19294079,0.25999999046325684,8.0
F,0.47499776,0.37,0.14,0.62066144,0.21502945,0.13218246,0.2163858264684677,9.0
M,0.7729066,0.62157685,0.205,2.1088095,0.9267489,0.42834768,0.5721176266670227,11.0
F,0.52190226,0.4,0.105,0.4907441,0.21578316,0.11005816,0.09101773798465729,5.0
I,0.45,0.36265635,0.14,0.44932678,0.14811239,0.09190272,0.17071251571178436,11.0
I,0.6041087,0.4662019,0.15,0.9000202,0.3773382,0.16845742,0.3063317537307739,9.0
F,0.575,0.45,0.155,0.96912616,0.40297893,0.22558379,0.22427912056446075,16.0
I,0.475,0.385,0.12,0.5740317,0.22861841,0.10495768,0.18364448845386505,7.0
M,0.56830555,0.44,0.185,1.0155984,0.40430126,0.23581403,0.2994512915611267,11.0
F,0.65610343,0.51,0.175,1.6183844,0.7287381,0.40040904,0.37087780237197876,11.0
M,0.7217731,0.57271314,0.19328637,1.885401,0.8769826,0.38033834,0.5141298770904541,10.0
M,0.7229207,0.5812335,0.8401203,2.3695397,0.8591129,0.48267657,0.6794753670692444,18.0
M,0.57,0.455,0.17,0.97909564,0.38346082,0.21515825,0.283774733543396,14.0
F,0.58,0.455,0.155,0.81805325,0.36928162,0.16717115,0.21529710292816162,8.0
F,0.7202184,0.56709826,0.92077655,2.1396675,1.0245203,0.65655774,0.482728511095047,10.0
F,0.6074788,0.46918997,0.135,0.9262028,0.384935,0.20907566,0.26686030626296997,8.0
M,0.7227238,0.56394076,0.195,1.8436072,0.83246386,0.4463674,0.42518484592437744,12.0
I,0.59,0.465,0.15751076,1.0616722,0.4547219,0.22032058,0.30018192529678345,10.0
M,0.5,0.395,0.135,0.55132854,0.25597778,0.09929016,0.1581609696149826,9.0
F,0.53,0.405,0.135,0.6919914,0.30812648,0.16248137,0.1698608100414276,9.0
M,0.46891534,0.35,0.12782374,0.4960077,0.22223398,0.117193274,0.12928178906440735,9.0
M,0.575,0.445,0.16,0.8632796,0.3600614,0.12574172,0.2943801283836365,9.0
M,0.565,0.43436286,0.14077237,0.9231973,0.40216547,0.19544975,0.23680651187896729,10.0
F,0.657809,0.51,0.19,1.8200843,0.9052158,0.40179467,0.41606831550598145,13.0
M,0.42341936,0.324213,0.092131354,0.40611625,0.15638335,0.07959548,0.1308097392320633,9.0
M,0.6350188,0.5,0.15705623,1.1310248,0.5845123,0.22309104,0.25999999046325684,9.0
F,0.57,0.45217675,0.18,0.9544196,0.38209593,0.20545617,0.2947816848754883,13.0
M,0.6200621,0.49142542,0.18,1.2683884,0.5204952,0.2911129,0.36762624979019165,10.0
M,0.40853918,0.3,0.098865785,0.45676586,0.18075867,0.098333,0.14667139947414398,9.0
F,0.4957454,0.38836938,0.14435281,0.66931295,0.26563936,0.13889518,0.2168859988451004,9.0
M,0.45781073,0.35328627,0.125,0.5400924,0.25937992,0.10724299,0.1299743354320526,7.0
F,0.55,0.412888,0.13,0.81785387,0.33319807,0.23526451,0.16650788486003876,11.0
F,0.655,0.52,0.18,1.6601568,0.55300856,0.3994854,0.5380985736846924,16.0
F,0.58,0.435,0.165,1.0201865,0.37614042,0.25600678,0.2896621525287628,11.0
I,0.38439602,0.28650388,0.1,0.31517345,0.12663168,0.07294455,0.1008816510438919,7.0
M,0.40996715,0.31929788,0.12,0.4571761,0.18956032,0.08326629,0.13769079744815826,6.0
F,0.625,0.48744875,0.15,1.1098564,0.4471902,0.20662174,0.3746524751186371,10.0
F,0.525,0.39680365,0.125,0.73223215,0.32604036,0.16334687,0.17340439558029175,7.0
M,0.52799064,0.405,0.125,0.7390518,0.34699893,0.16832094,0.15555916726589203,7.0
I,0.42744774,0.335,0.09,0.31919578,0.1459566,0.061246924,0.08546847850084305,8.0
I,0.4290226,0.32425475,0.1,0.37441063,0.121665426,0.13547698,0.08735280483961105,6.0
M,0.65837115,0.52251506,0.185,1.5636245,0.65684426,0.34549868,0.43547534942626953,11.0
F,0.585,0.46,0.15,0.90526533,0.43307972,0.16559064,0.2502972483634949,10.0
I,0.45617598,0.348496,0.105,0.64926606,0.32867426,0.11036835,0.16843929886817932,7.0
F,0.51446474,0.385,0.15,0.8090692,0.3261293,0.20157363,0.20048856735229492,8.0
M,0.48839572,0.415,0.155,0.7085307,0.1764736,0.10912463,0.2576930522918701,18.524654388427734
M,0.73814136,0.59110284,0.19,2.139426,0.85149807,0.47137797,0.661443829536438,11.0
M,0.515,0.375,0.13,0.7182782,0.23855664,0.19309637,0.23493120074272156,10.0
M,0.6,0.47,0.155,1.0136601,0.3850434,0.20343442,0.3238201439380646,13.0
I,0.26410118,0.19344015,0.08,0.12528631,0.05898072,0.034435567,0.03797861933708191,5.0
I,0.44552836,0.345,0.145,0.4416231,0.16907117,0.09307973,0.14812403917312622,9.0
M,0.7201017,0.5748202,0.2,2.1107213,0.7757618,0.47206464,0.6176352500915527,13.0
F,0.57,0.435,0.145,0.9340811,0.32531333,0.22125015,0.28613755106925964,14.0
F,0.44885114,0.35,0.105,0.35901862,0.12902631,0.075025976,0.09235095977783203,8.0
M,0.60989743,0.475,0.155,1.1355268,0.43396616,0.27124554,0.30943524837493896,15.0
F,0.52,0.40479693,0.15,0.6536443,0.25090304,0.13299976,0.21557119488716125,9.0
F,0.57539994,0.45,0.16,1.0080109,0.4948261,0.17252238,0.2583703398704529,10.0
F,0.645,0.5,0.18269344,1.4222027,0.630186,0.3680297,0.3587537109851837,10.0
M,0.59060514,0.45,0.16663504,1.2343178,0.5547484,0.31116983,0.2931099534034729,9.0
M,0.545,0.42,0.145,0.7708488,0.33639976,0.10749553,0.2565237581729889,11.0
F,0.6295771,0.49322912,0.16121255,1.3189389,0.54174715,0.26396275,0.437096506357193,10.0
I,0.31265852,0.21958378,0.055284593,0.18418501,0.08704175,0.041356083,0.042789753526449203,7.0
I,0.61,0.47,0.17421235,1.0521052,0.37329227,0.23238736,0.33500000834465027,12.0
F,0.62,0.485,0.185,0.9952028,0.3394689,0.27010915,0.3047938942909241,10.0
M,0.7127187,0.56762516,0.205,1.9735833,0.72346467,0.43466073,0.5122527480125427,17.0
I,0.5375876,0.4063299,0.165,0.8239485,0.37157726,0.16881956,0.2343926578760147,8.0
F,0.56157446,0.4295132,0.135,0.758037,0.32299685,0.17776306,0.18777216970920563,12.0
F,0.625,0.48043507,0.16769098,1.1203843,0.4910072,0.22947174,0.2987232804298401,11.0
I,0.2648379,0.20090611,0.05990117,0.118680805,0.05549085,0.021478498,0.033799849450588226,8.0
F,0.545,0.4202142,0.145,0.8635338,0.2785524,0.19471113,0.28421708941459656,15.0
F,0.6152481,0.47056723,0.165,1.1694764,0.46906587,0.2726985,0.3319532573223114,11.0
F,0.43098214,0.325,0.085,0.4766527,0.20677134,0.10117518,0.1292334496974945,7.0
F,0.5075255,0.39,0.15,0.9187169,0.3819478,0.19105764,0.25111082196235657,15.0
I,0.42540503,0.33456212,0.11,0.39662108,0.11942477,0.10527733,0.13604813814163208,8.0
M,0.655,0.5429402,0.20811343,1.8217055,0.63394237,0.43006936,0.5555158853530884,18.0
F,0.7021109,0.55148286,0.2,1.8819563,0.6885407,0.3841696,0.6485264301300049,14.0
I,0.2643499,0.20510921,0.065,0.0955136,0.039206196,0.01890735,0.031811658293008804,7.0
I,0.56,0.42,0.135,0.8644919,0.3760984,0.14527296,0.2464543581008911,13.0
I,0.22481501,0.16979624,0.044508103,0.05086402,0.019963687,0.009829262,0.010084645822644234,4.0
I,0.5417017,0.41,0.13,0.7040693,0.3027145,0.15673174,0.1945192515850067,8.0
F,0.57,0.44061315,0.165,0.863769,0.36260232,0.19792701,0.23436981439590454,9.0
M,0.565,0.425,0.15,0.92635,0.41808438,0.2103167,0.23458898067474365,8.0
I,0.4814007,0.3793997,0.16,0.63703,0.2527426,0.14183764,0.19794845581054688,7.0
M,0.70186955,0.5535683,0.175,1.7594244,0.7792808,0.30252331,0.507716953754425,12.0
F,0.605,0.475,0.165,1.0839815,0.527443,0.21870956,0.26499998569488525,8.0
F,0.50325286,0.39283797,0.155,0.66684115,0.27485862,0.14223334,0.18950316309928894,9.0
I,0.4013175,0.30182603,0.11,0.29240793,0.10475682,0.058665752,0.09935154765844345,8.0
F,0.58461905,0.4552659,0.19,0.8699295,0.30766144,0.22592561,0.28672483563423157,17.0
M,0.5641502,0.44,0.13,0.896269,0.46699777,0.14321268,0.2343282401561737,9.0
I,0.4421755,0.345,0.1,0.37632155,0.15543717,0.062429536,0.11188410967588425,8.0
M,0.575,0.425,0.16,1.0907438,0.47324958,0.30755246,0.21322613954544067,10.0
I,0.5172664,0.41,0.14,0.79164445,0.36512908,0.14042361,0.21846850216388702,8.0
F,0.6017117,0.48,0.17,1.0750394,0.4675611,0.21156736,0.3093428909778595,15.0
I,0.38937017,0.3,0.08,0.22103651,0.10123595,0.04956165,0.051794495433568954,6.0
F,0.6,0.46,0.16,1.1050186,0.51711863,0.26602888,0.2560672461986542,10.0
M,0.65197444,0.52,0.21788348,1.4194752,0.553944,0.30515322,0.4546796679496765,11.0
M,0.57,0.43698108,0.145,0.9721299,0.47728938,0.2160692,0.2180851399898529,8.0
F,0.585,0.455,0.16,0.96460253,0.32280105,0.24053976,0.31045350432395935,9.0
M,0.5371203,0.42424875,0.13035847,0.80890256,0.3018989,0.20039399,0.22583769261837006,10.0
M,0.65,0.52,0.18681008,1.4298421,0.5304618,0.32483914,0.4118422567844391,15.0
I,0.3685205,0.265,0.060418975,0.18671346,0.07530474,0.06097049,0.06390334665775299,6.0
I,0.505,0.38,0.103940636,0.66332865,0.38439587,0.11066761,0.155645489692688,9.0
M,0.34834856,0.25032753,0.075,0.22505675,0.09678193,0.046911594,0.07190907746553421,8.0
F,0.61,0.475,0.22012833,1.2222445,0.44415134,0.28071964,0.4246959686279297,14.0
F,0.55,0.41693062,0.135,0.8270698,0.30167088,0.25864652,0.2068488597869873,11.0
F,0.73734677,0.5785429,0.18495002,2.1270928,0.80943763,0.4241528,0.6974214911460876,14.0
M,0.34065372,0.25972995,0.0896263,0.20768832,0.081709035,0.04684971,0.06605037301778793,11.0
I,0.39040065,0.29316053,0.09,0.21494456,0.09466417,0.034571342,0.06997948884963989,7.0
F,0.6538688,0.51879513,0.18,1.4685919,0.6835042,0.28926402,0.44856202602386475,8.0
F,0.55,0.4124287,0.13,0.78814316,0.34524438,0.17968631,0.1807301789522171,6.0
F,0.6428302,0.51,0.185,1.4144208,0.6376871,0.2955909,0.35815900564193726,11.0
F,0.6347338,0.5,0.20743182,1.3265437,0.5881182,0.31835133,0.33500000834465027,14.0
M,0.535,0.4,0.125,0.88454294,0.41330934,0.21636082,0.1893109828233719,8.0
I,0.32629025,0.24530974,0.040456057,0.19091585,0.06500731,0.035396345,0.0742063894867897,8.0
M,0.619062,0.48716047,0.18,1.166007,0.49958363,0.20157462,0.33500000834465027,17.0
F,0.58543426,0.47,0.16,1.0633864,0.3535919,0.17325293,0.37079542875289917,27.25710105895996
M,0.45010674,0.34857064,0.14435543,0.4160149,0.122432135,0.14123096,0.15381506085395813,11.0
M,0.58,0.451942,0.150471,0.96696013,0.38235033,0.22557925,0.28055980801582336,10.0
M,0.6756426,0.5311177,0.19,1.473594,0.7025516,0.2683762,0.39080777764320374,11.0
I,0.37,0.27450696,0.084908746,0.21018188,0.09301529,0.05190677,0.053951069712638855,7.0
F,0.32701248,0.24079005,0.125,0.21840386,0.07117868,0.04517259,0.08894385397434235,7.0
I,0.4465088,0.335,0.125,0.42652202,0.16508122,0.09199593,0.12387489527463913,12.0
M,0.656027,0.52,0.18,1.2517527,0.48869857,0.27223384,0.347969651222229,15.0
M,0.45,0.3383076,0.12,0.47978514,0.17768401,0.12838404,0.14546823501586914,8.0
F,0.5883345,0.46423733,0.155,1.0159382,0.4859986,0.19602087,0.26499998569488525,8.0
M,0.565,0.435,0.15,0.86957526,0.33941996,0.25844014,0.21138696372509003,11.0
F,0.7147839,0.5701578,0.20134299,1.7257766,0.6165976,0.3733432,0.5843519568443298,15.0
F,0.5172368,0.4,0.14,0.7216761,0.3009765,0.17200246,0.18034867942333221,9.0
F,0.58,0.465,0.14,0.9872823,0.40352404,0.20519426,0.28125640749931335,8.0
M,0.595,0.4554356,0.155,1.0324072,0.45050088,0.2562018,0.25999999046325684,9.0
F,0.52565026,0.405,0.165,0.7099869,0.24901223,0.17459565,0.22035866975784302,15.0
F,0.638587,0.485,0.19195285,1.4064643,0.6032947,0.36909214,0.3548157513141632,12.0
I,0.40655118,0.31062362,0.095781386,0.25961336,0.09069987,0.06269896,0.09415876865386963,7.0
I,0.35898665,0.26468503,0.08,0.16284631,0.07055479,0.027543588,0.06021471694111824,5.0
F,0.55972385,0.435,0.175,0.89120823,0.2922902,0.24329156,0.2701365351676941,16.0
I,0.52507704,0.405,0.12704447,0.705927,0.2979908,0.14415105,0.20879164338111877,8.0
I,0.57,0.45,0.14459291,0.8411265,0.29853266,0.1204268,0.35520169138908386,9.0
I,0.5163749,0.4,0.14,0.7330324,0.29192147,0.14482558,0.2501562237739563,11.0
M,0.565,0.44770432,0.17684087,0.9649569,0.3286605,0.26965547,0.26499998569488525,15.0
M,0.575,0.45,0.18,1.0919052,0.43188104,0.19227979,0.36434808373451233,10.0
I,0.5199842,0.395,0.12251197,0.6548952,0.29799336,0.13536254,0.18384848535060883,8.0
I,0.47322017,0.3663581,0.13,0.55510753,0.2555167,0.101713784,0.15047389268875122,12.0
I,0.37,0.2736895,0.0687221,0.21884023,0.10899015,0.052339293,0.050176989287137985,5.0
I,0.6,0.4219171,0.145,1.0277545,0.44741148,0.26184788,0.19049963355064392,12.0
I,0.38149107,0.27270478,0.08,0.24421595,0.12205113,0.047296803,0.06996479630470276,7.0
F,0.7618731,0.62859386,0.9415332,2.425483,1.0906839,0.4793482,0.7621591091156006,12.0
M,0.66340554,0.525,0.21620782,1.895718,0.75556105,0.363656,0.584908664226532,14.0
F,0.65635127,0.52133006,0.17272522,1.3823876,0.5683219,0.30113262,0.39610224962234497,11.0
F,0.6272179,0.499785,0.15,1.27895,0.53575504,0.2639218,0.3452451825141907,16.0
M,0.49009168,0.375,0.1,0.65060574,0.29456714,0.13701642,0.16541308164596558,11.0
F,0.71971065,0.57177734,0.18,1.7544825,0.7729315,0.36568466,0.4678505063056946,11.0
M,0.5493981,0.4167764,0.165,0.79958785,0.36865038,0.15302081,0.22486157715320587,11.0
M,0.4935835,0.375,0.13,0.7580261,0.36632678,0.13781224,0.18784268200397491,10.0
F,0.5235192,0.38587844,0.13293041,0.7224304,0.2935091,0.2010161,0.17220479249954224,9.0
I,0.6284456,0.48495394,0.15382132,1.3002623,0.58421016,0.3294418,0.35271692276000977,8.0
F,0.6621612,0.53,0.18605731,1.2630343,0.5167136,0.25754073,0.37868091464042664,12.0
M,0.6,0.47094843,0.16557088,1.0022484,0.40326378,0.18311225,0.31926944851875305,13.0
M,0.5,0.375,0.14,0.53254145,0.1852715,0.124938324,0.21597811579704285,11.0
F,0.45247272,0.35,0.12360851,0.62420106,0.21816078,0.12575649,0.20179259777069092,8.0
F,0.58,0.47822717,0.18,0.8674387,0.2773934,0.18249488,0.33006927371025085,15.0
F,0.6,0.4749142,0.175,0.9970631,0.30401632,0.15310197,0.358976811170578,18.0
I,0.6,0.47,0.175,1.1641369,0.37509534,0.23789649,0.30895963311195374,18.0
I,0.27042723,0.20097204,0.05762711,0.09201058,0.031850763,0.021189477,0.031894464045763016,6.0
F,0.5155613,0.4,0.145,0.7558279,0.33978942,0.14280614,0.184409961104393,8.0
I,0.38738677,0.29532015,0.09,0.2798504,0.10084259,0.061388053,0.09017014503479004,6.0
F,0.49967393,0.36985692,0.15131812,0.91627,0.4090623,0.2386691,0.22228024899959564,9.0
I,0.36778983,0.27735052,0.075,0.22401042,0.10428493,0.05116749,0.05687199532985687,6.0
I,0.475,0.36702964,0.125,0.48774463,0.20314409,0.10014183,0.1448107212781906,7.0
I,0.33934548,0.26011896,0.065,0.18511729,0.07845253,0.036389716,0.058833181858062744,8.0
F,0.58217716,0.45774364,0.175,0.9131093,0.35599715,0.17191242,0.2842521369457245,17.0
F,0.64,0.5,0.20410867,1.3837775,0.5538391,0.3188266,0.4337981939315796,9.0
I,0.54306,0.41935542,0.13313656,0.7014183,0.31387064,0.1359514,0.21856439113616943,9.0
I,0.36758238,0.27054757,0.1,0.36281803,0.13211061,0.08569884,0.09817586839199066,6.0
F,0.50621647,0.37914386,0.145,0.7143771,0.241212,0.18593821,0.23426342010498047,12.0
M,0.6129194,0.475,0.14,1.199024,0.54563993,0.277451,0.31252583861351013,9.0
F,0.425,0.31951824,0.135,0.5573744,0.22234018,0.1318133,0.1701156198978424,6.0
M,0.555,0.43249828,0.18298186,0.92647725,0.40083313,0.23736104,0.22146013379096985,11.0
F,0.37,0.2932164,0.08,0.2721353,0.10949237,0.0438183,0.07505407929420471,8.0
M,0.57,0.44381964,0.165,0.8395385,0.34361884,0.16480106,0.25999999046325684,12.0
M,0.6090384,0.48657495,0.17259751,0.9617153,0.3536925,0.204739,0.28208908438682556,14.0
M,0.68660814,0.5371642,0.185,1.7518382,0.76383257,0.27533135,0.5119137763977051,13.0
F,0.63613343,0.50351053,0.175,1.3228215,0.58697456,0.281133,0.36142826080322266,10.0
F,0.62727547,0.505,0.24453788,1.4921672,0.5724748,0.33210605,0.4744592010974884,24.38397789001465
I,0.555,0.44192058,0.175,0.891787,0.3271006,0.16718028,0.29719892144203186,12.0
F,0.58506954,0.455,0.16,1.0677611,0.4390585,0.22884658,0.3008652329444885,10.0
F,0.7138927,0.55886513,0.175,1.8699282,0.62608194,0.38357228,0.6038653254508972,18.0
M,0.6296953,0.48,0.185,1.4432285,0.51390225,0.2902196,0.4776502549648285,18.0
I,0.47509646,0.37,0.125,0.53485817,0.22303328,0.13118613,0.1451704502105713,8.0
F,0.67301077,0.53,0.16,1.2677791,0.50310004,0.31597996,0.3413579761981964,11.0
F,0.58743805,0.467567,0.16,0.8353772,0.34393677,0.158674,0.25,10.0
I,0.43283883,0.3284268,0.105,0.4418746,0.21697746,0.09083644,0.09584517776966095,8.0
M,0.5527604,0.43123344,0.14649573,0.81342417,0.28601497,0.17680506,0.2726045250892639,10.0
F,0.3818786,0.3,0.12,0.3767445,0.16574137,0.07825177,0.10444971919059753,9.0
F,0.6359055,0.49352846,0.21913159,1.5854814,0.6950945,0.3285396,0.4143621325492859,10.0
I,0.4467488,0.33299756,0.095,0.37862307,0.16988315,0.0845702,0.10319947451353073,7.0
M,0.5722642,0.435,0.14006594,0.8898739,0.40351716,0.18273664,0.25,9.0
I,0.47033036,0.36341664,0.105,0.48349598,0.17457698,0.09516864,0.18073880672454834,7.0
M,0.5,0.3887415,0.15,0.57805204,0.20277026,0.13158466,0.19596794247627258,11.0
M,0.545,0.43,0.15,1.0002035,0.43161166,0.18106918,0.30787891149520874,11.0
M,0.5129283,0.4,0.14,0.6003004,0.25802648,0.1102173,0.16751326620578766,13.0
M,0.6930069,0.5444928,0.18853202,1.6476114,0.7005571,0.34284076,0.4748329222202301,10.0
F,0.525,0.4,0.121847585,0.7975023,0.2988552,0.20535022,0.21441438794136047,8.0
F,0.4883824,0.3861662,0.15,0.8046512,0.36732024,0.124904625,0.2233918309211731,7.0
M,0.5598775,0.4370983,0.135,0.8025016,0.37170357,0.14756647,0.20615367591381073,7.0
F,0.555,0.4312533,0.14,0.8799321,0.46065387,0.13125949,0.23632623255252838,6.0
M,0.64,0.5001643,0.17,1.303741,0.5720926,0.30079874,0.33230724930763245,13.0
F,0.7289589,0.5707707,0.2,1.9023659,0.80137503,0.4512854,0.5042999386787415,12.0
M,0.41757187,0.32694942,0.10492938,0.37347832,0.16399218,0.0955264,0.09370476752519608,9.0
I,0.43335864,0.32168493,0.09,0.32623735,0.13154803,0.07584681,0.09211749583482742,7.0
I,0.26427627,0.19284235,0.065,0.07113869,0.026146108,0.015422149,0.015451101586222649,5.0
F,0.6745856,0.52198344,0.165,1.6385494,0.82980907,0.37631768,0.34097543358802795,12.0
M,0.54946464,0.425,0.135,0.68785244,0.24710815,0.12931824,0.2387595772743225,13.0
F,0.72228384,0.57192343,0.205,1.7652341,0.79680693,0.40920147,0.40862488746643066,14.0
F,0.7242634,0.5810318,0.22104295,1.9275734,0.79068184,0.4171263,0.5093405842781067,15.0
I,0.5130072,0.3953252,0.125,0.58633906,0.24012072,0.10518451,0.17672660946846008,10.0
M,0.3491146,0.265,0.06782459,0.15009217,0.07427174,0.03154575,0.03746602311730385,8.0
M,0.615,0.4867547,0.15,1.0889137,0.46897233,0.2065055,0.3344767689704895,10.0
F,0.66766626,0.53,0.2,1.4949473,0.6100652,0.31317744,0.42356258630752563,11.0
F,0.6056281,0.47,0.15735611,1.0729024,0.434411,0.24235043,0.30935248732566833,9.0
M,0.5040317,0.38,0.115,0.5566319,0.24525999,0.10739343,0.1491202712059021,8.0
I,0.67218065,0.52,0.17,1.4259628,0.65873814,0.2945685,0.35534706711769104,13.0
M,0.7112302,0.56446654,0.21194918,2.2073178,1.0225881,0.38055217,0.6029763221740723,16.0
F,0.605,0.4661786,0.175,1.1339816,0.5246266,0.27840966,0.27316391468048096,9.0
F,0.545,0.42671284,0.14,0.7942976,0.3495868,0.1498796,0.2353333681821823,9.0
I,0.53,0.41023603,0.13,0.8200999,0.3410264,0.15761492,0.2757435441017151,9.0
F,0.7088281,0.5628588,0.205,1.5799673,0.6471187,0.3619822,0.45662355422973633,12.0
M,0.595,0.475,0.185,1.0766083,0.40648627,0.22495933,0.32064518332481384,15.0
I,0.45107695,0.355,0.13033907,0.45988607,0.16329898,0.097747736,0.14910055696964264,10.0
I,0.45285735,0.35,0.095,0.473636,0.24511194,0.10248111,0.08952392637729645,7.0
F,0.69869155,0.55018926,0.19,1.5491471,0.56288344,0.36753285,0.49955639243125916,11.0
M,0.6889297,0.55176926,0.19,1.6819931,0.64988625,0.32359514,0.490546852350235,15.0
F,0.57,0.43,0.14,0.9049586,0.3135697,0.25267634,0.2602067291736603,12.0
F,0.40653798,0.3,0.1,0.37248248,0.1629126,0.06051881,0.09980245679616928,8.0
F,0.5771185,0.445,0.13,1.004738,0.45708907,0.22624563,0.24728083610534668,8.0
M,0.7053788,0.5476246,0.185,1.8527735,0.83943605,0.35077554,0.5193470120429993,12.0
M,0.505,0.40362963,0.16,0.7954979,0.33988205,0.17443833,0.20957787334918976,6.0
I,0.4284359,0.3257785,0.095,0.41676188,0.15990412,0.09170495,0.1284928172826767,8.0
M,0.555,0.4307959,0.16,1.0110358,0.41933858,0.23730564,0.26901328563690186,13.0
M,0.4745544,0.3561757,0.125,0.51103866,0.20968553,0.10691307,0.16877934336662292,9.0
F,0.2780695,0.19934125,0.0667992,0.1733385,0.07735228,0.019770905,0.06050698459148407,8.0
M,0.29225576,0.21335638,0.065,0.13161445,0.046577547,0.027908107,0.03596131503582001,6.0
M,0.61,0.475,0.145,1.1873412,0.53338385,0.2672894,0.30224356055259705,10.0
I,0.475,0.365,0.111334994,0.5148031,0.20466673,0.136793,0.13635511696338654,8.0
F,0.655,0.5099189,0.2015434,1.7754693,0.7935152,0.3968183,0.4593808054924011,11.0
F,0.5776761,0.46,0.19,1.098281,0.45073524,0.23982045,0.3241834044456482,15.0
F,0.625,0.48,0.15,1.1632249,0.58334315,0.23542131,0.26880359649658203,10.0
I,0.5230148,0.4,0.12320397,0.772152,0.35113475,0.20908913,0.1665148288011551,10.0
M,0.6091439,0.485,0.19,1.1072327,0.45932862,0.18422335,0.36576032638549805,10.0
